Annotation1,exp
TraesCS5A02G556800,0.25
TraesCS2D02G359500,0.6
TraesCS3A02G499600,0.24
TraesCS7B02G374300,0.0
TraesCS4A02G055300,0.25
TraesCS2A02G356200,0.68
TraesCS6D02G285200,2.38
TraesCS3B02G586700,0.0
TraesCS3B02G075700,0.0
TraesCS1B02G137500,0.0
TraesCS3B02G158700,11.63
TraesCS4A02G266900,0.02
TraesCS7A02G301200,0.03
TraesCS2D02G227800,9.84
TraesCS2B02G424000,0.0
TraesCS5B02G479200,1.65
TraesCS2B02G384300,0.9
TraesCS7B02G111900,1.17
TraesCS7D02G198300,0.06
TraesCS7D02G082400,0.0
TraesCS4D02G354800,10.43
TraesCS1B02G359800,0.17
TraesCS3D02G464000,0.0
TraesCS4A02G311900,0.0
TraesCS3D02G141400,2.25
TraesCS2D02G379700,22.15
TraesCS5D02G311500,0.0
TraesCS2D02G078800,0.0
TraesCS1D02G069600,0.15
TraesCS2B02G012000,3.2
TraesCS7B02G455700,0.0
TraesCS7B02G324700,0.79
TraesCS2D02G364700,0.0
TraesCS7D02G209700,3.31
TraesCS1D02G389500,3.1
TraesCS3A02G063500,0.0
TraesCS2D02G531500,0.04
TraesCS5B02G395000,0.06
TraesCS4B02G295700,0.13
TraesCS2A02G136000,0.0
TraesCS6D02G030800,0.0
TraesCS7B02G206700,0.38
TraesCS7D02G413800,0.0
TraesCS2B02G614200,0.0
TraesCS2B02G377800,0.0
TraesCS5B02G150700,0.04
TraesCS6D02G233800,1.09
TraesCS5D02G504400,0.0
TraesCS2B02G109700,1.3
TraesCS2B02G162000,16.06
TraesCS6D02G393100,0.68
TraesCS3B02G357200,5.6
TraesCS5D02G162800,0.09
TraesCS4A02G426100,23.53
TraesCS2B02G419500,3.78
TraesCS2A02G056100,0.01
TraesCS7B02G470800,0.0
TraesCS3B02G569500,0.0
TraesCS1A02G357700,0.0
TraesCS5B02G511300,0.96
TraesCS4A02G291700,1.22
TraesCS6D02G328600,0.0
TraesCS5D02G449500,0.17
TraesCS5A02G171600,0.49
TraesCS6D02G368000,0.0
TraesCS2B02G165300,0.75
TraesCS7D02G325900,1.53
TraesCS7D02G027400,0.58
TraesCS2D02G307700,0.09
TraesCS1B02G012900,0.0
TraesCS2D02G525600,12.44
TraesCS1A02G072300,0.0
TraesCS3D02G025000,0.04
TraesCS2A02G110900,0.07
TraesCS1A02G297900,2.76
TraesCS3B02G463700,0.49
TraesCS5D02G484300,0.0
TraesCS1D02G157500,0.0
TraesCS4A02G119100,6.88
TraesCS2D02G067400,0.19
TraesCS2D02G133700,0.29
TraesCS1D02G328300,1.15
TraesCS2D02G276500,0.08
TraesCS6A02G031800,0.05
TraesCS4A02G351100,0.0
TraesCS5D02G532000,0.0
TraesCS5D02G041500,0.0
TraesCS1B02G134000,0.81
TraesCS6A02G322500,1.26
TraesCS6B02G137600,2.98
TraesCS3D02G531700,0.76
TraesCS5B02G112600,7.45
TraesCS1A02G060600,0.07
TraesCS7A02G074500,0.05
TraesCS2A02G012000,0.61
TraesCS7A02G005000,4.83
TraesCS1A02G353100,0.0
TraesCS5D02G143000,0.37
TraesCS6D02G072700,0.0
TraesCS2A02G095600,2.48
TraesCS7D02G329700,1.1
TraesCS7B02G163300,7.13
TraesCS7D02G239200,12.87
TraesCS1D02G022300,0.0
TraesCS5D02G115900,24.8
TraesCS5A02G065900,0.0
TraesCS7D02G183000,2.51
TraesCS7B02G081000,0.06
TraesCS1B02G208000,4.18
TraesCS5B02G193700,0.9
TraesCS2B02G502200,0.0
TraesCS1B02G407300,0.34
TraesCS7D02G443500,2.28
TraesCS4B02G395100,4.94
TraesCS5A02G443900,6.24
TraesCS6B02G144700,0.29
TraesCS4A02G139800,1.1
TraesCS6B02G039300,0.0
TraesCS1B02G091300,0.0
TraesCS1B02G399100,0.0
TraesCS6B02G306300,5.23
TraesCS4B02G029500,1.26
TraesCS2A02G532000,0.0
TraesCS2D02G248000,39.75
TraesCS3D02G179400,0.01
TraesCS1D02G281600,0.06
TraesCS7A02G333200,0.0
TraesCS2A02G175600,0.99
TraesCS2D02G400900,3.58
TraesCS2B02G368500,1.71
TraesCS5D02G506600,0.29
TraesCS7A02G236200,0.25
TraesCS7D02G149600,0.86
TraesCS6D02G300500,0.03
TraesCS2B02G185000,0.0
TraesCS3D02G532000,0.0
TraesCS4D02G203100,0.0
TraesCS2B02G392200,0.1
TraesCS3B02G156200,0.0
TraesCS2D02G153100,0.01
TraesCS1A02G030700,13.62
TraesCS3A02G451400,0.0
TraesCS6D02G111900,0.02
TraesCS6A02G372800,0.0
TraesCS3A02G506900,0.0
TraesCS5D02G250400,0.0
TraesCS3D02G419400,0.0
TraesCS3D02G407200,0.0
TraesCS3B02G071800,0.02
TraesCS3D02G094300,0.11
TraesCS5D02G177200,0.13
TraesCS6B02G065749,0.0
TraesCS4A02G002800,2.91
TraesCS4D02G265300,6.24
TraesCS3B02G417800,11.58
TraesCS5B02G035700,0.04
TraesCS2A02G159200,0.02
TraesCS7A02G531400,0.0
TraesCS6D02G010700,0.0
TraesCS4D02G187100,0.0
TraesCS2D02G557800,0.0
TraesCS1D02G265900,0.45
TraesCS6A02G315200,16.42
TraesCS2B02G292200,1.45
TraesCS1A02G376700,0.29
TraesCS1A02G429000,0.0
TraesCS2B02G436300,26.3
TraesCS3A02G383100,13.58
TraesCS5B02G012500,0.0
TraesCS4A02G480200,0.0
TraesCS1B02G028000,0.0
TraesCS4A02G419800,1.1
TraesCS6A02G281700,2.0
TraesCS4D02G089800,3.14
TraesCS6D02G403700,0.06
TraesCS7B02G358300,4.59
TraesCS4A02G258300,5.46
TraesCS5A02G180300,10.58
TraesCS6A02G114800,0.0
TraesCS2D02G375700,0.52
TraesCS3D02G125400,0.04
TraesCS2A02G391800,0.0
TraesCS5A02G245200,1.68
TraesCS5D02G545400,0.07
TraesCS1D02G017300,0.0
TraesCS1D02G043300,41.81
TraesCS4D02G142300,8.88
TraesCS2B02G333100,0.23
TraesCS2D02G164300,0.0
TraesCS1D02G177800,7.2
TraesCS4B02G124100,4.84
TraesCS7D02G378700,1.42
TraesCS4B02G289100,0.06
TraesCS7D02G305100,1.55
TraesCS6B02G198100,3.32
TraesCS2D02G044100,0.34
TraesCS2D02G366700,4.78
TraesCS2B02G318800,0.0
TraesCS5D02G327300,9.07
TraesCS2D02G536300,0.0
TraesCS4D02G017300,6.82
TraesCS5D02G385000,0.0
TraesCS1A02G014700,0.0
TraesCS2B02G221100,0.02
TraesCS5B02G121000,9.87
TraesCS2A02G128000,0.0
TraesCS6D02G197600,3.01
TraesCS2D02G207500,1.19
TraesCS3D02G038700,0.03
TraesCS2D02G455200,0.26
TraesCS7A02G201700,0.05
TraesCS6B02G449100,1.64
TraesCS2D02G194200,5.75
TraesCS4A02G128800,14.54
TraesCS1B02G113000,0.0
TraesCS4D02G115100,4.62
TraesCS5A02G053800,0.08
TraesCS3B02G391000,1.21
TraesCS2D02G536700,0.19
TraesCS4A02G162700,2.76
TraesCS7D02G523400,0.0
TraesCS3B02G544700,0.0
TraesCS3D02G320700,0.59
TraesCS6A02G330900,0.71
TraesCS3A02G522490,0.0
TraesCS3B02G403800,0.46
TraesCS2B02G269300,10.39
TraesCS5D02G551000,0.0
TraesCS5D02G284600,0.27
TraesCS2A02G072100,0.0
TraesCS3B02G214300,0.11
TraesCS3B02G152900,6.08
TraesCS7B02G002400,0.01
TraesCS5B02G055600,2.57
TraesCS4D02G300700,0.0
TraesCS7A02G445904,0.0
TraesCS5A02G176200,0.0
TraesCS1D02G107800,0.0
TraesCS7D02G171000,0.0
TraesCS3A02G471900,3.21
TraesCS7D02G203600,0.05
TraesCS7B02G057400,0.0
TraesCS6D02G130000,2.02
TraesCS4D02G009700,0.0
TraesCS4B02G342000,0.99
TraesCS2A02G039700,3.46
TraesCS5D02G372800,1.39
TraesCS7D02G530400,0.02
TraesCS3B02G384000,0.66
TraesCS3D02G299300,0.0
TraesCS5D02G232700,0.0
TraesCS7A02G491600,0.02
TraesCS3B02G290700,0.55
TraesCS1A02G386000,0.0
TraesCS3D02G256000,0.76
TraesCS7A02G467400,0.0
TraesCS2A02G142100,0.0
TraesCS7D02G509500,4.84
TraesCS3A02G141600,0.0
TraesCS5D02G202200,4.44
TraesCS7D02G526700,0.21
TraesCS6D02G122600,1.41
TraesCS4B02G314000,4.95
TraesCS4D02G186700,3.6
TraesCS7B02G129100,1.41
TraesCS5D02G446700,0.0
TraesCS6A02G332300,0.0
TraesCS7D02G543600,0.0
TraesCS5A02G335500,3.08
TraesCS7D02G117200,0.0
TraesCS7D02G188300,0.07
TraesCS7B02G108100,0.7
TraesCS6B02G402400,22.1
TraesCS5B02G008300,0.17
TraesCS7B02G418900,0.03
TraesCS2B02G283300,0.02
TraesCS2B02G507600,0.01
TraesCS4D02G014900,0.0
TraesCS1A02G223600,0.23
TraesCS6B02G197400,1.44
TraesCS7A02G276900,6.0
TraesCS5B02G366900,1.58
TraesCS7D02G356100,0.52
TraesCS1A02G391800,1.14
TraesCS3A02G125400,0.35
TraesCS1A02G355900,0.0
TraesCS4A02G036200,0.97
TraesCS4D02G128700,5.28
TraesCS4D02G182700,0.0
TraesCS3A02G416000,0.0
TraesCS7A02G494200,0.0
TraesCS3D02G030500,0.45
TraesCS4D02G331000,0.0
TraesCS5B02G252100,24.51
TraesCS3B02G072300,0.01
TraesCS6B02G333000,0.75
TraesCS6D02G265500,4.62
TraesCS2D02G462600,0.17
TraesCS1A02G424400,0.0
TraesCS7B02G461800,0.0
TraesCS2A02G046100,14.26
TraesCS4D02G365800,4.43
TraesCS7B02G293200,0.0
TraesCS2D02G036800,6.66
TraesCS5B02G046900,0.41
TraesCS7D02G051700,10.46
TraesCS4D02G016700,3.39
TraesCS2D02G215900,0.02
TraesCS1A02G278700,0.0
TraesCS1B02G019000,0.02
TraesCS2B02G327800,5.84
TraesCS7B02G300000,0.01
TraesCS5D02G431200,0.0
TraesCS5B02G136600,0.82
TraesCS2D02G560500,0.0
TraesCS1D02G403700,5.06
TraesCS6B02G042600,0.0
TraesCS7A02G514200,4.5
TraesCS3D02G119600,5.12
TraesCS7A02G471600,0.0
TraesCS7B02G040600,1.46
TraesCS1B02G297000,3.55
TraesCS4B02G172800,0.48
TraesCS4B02G063400,0.0
TraesCS5B02G361600,0.0
TraesCS5D02G064600,1.47
TraesCS7B02G158700,18.38
TraesCS7A02G077800,0.01
TraesCS7B02G015100,0.0
TraesCS6A02G170900,4.11
TraesCS6A02G099300,0.05
TraesCS1B02G382500,0.08
TraesCS6D02G160100,4.95
TraesCS6D02G264200,4.47
TraesCS6A02G017400,0.21
TraesCS2D02G111200,1.81
TraesCS7D02G020071,0.0
TraesCS5D02G147000,5.46
TraesCS1B02G084700,3.94
TraesCS5D02G045400,1.03
TraesCS2B02G432100,0.0
TraesCS2B02G067600,0.57
TraesCS1A02G406000,0.0
TraesCS1D02G013700,0.1
TraesCS1A02G281000,177.5
TraesCS6D02G399800,0.57
TraesCS2B02G289600,0.0
TraesCS3A02G238400,34.77
TraesCS1A02G208100,0.05
TraesCS2B02G076600,0.0
TraesCS7B02G027600,13.17
TraesCS1A02G117800,0.0
TraesCS5D02G431100,0.0
TraesCS3A02G515900,0.0
TraesCS6B02G136200,0.01
TraesCS1B02G078900,0.04
TraesCS7A02G555900,0.03
TraesCS5B02G048400,1.87
TraesCS6B02G177700,4.84
TraesCS5D02G485900,0.45
TraesCS5A02G087100,0.05
TraesCS5A02G379500,0.0
TraesCS2D02G120500,0.0
TraesCS3A02G381800,1.54
TraesCS5A02G320500,0.1
TraesCS7B02G467400,0.1
TraesCS1B02G008900,0.15
TraesCS1D02G141000,8.93
TraesCS5D02G399000,7.94
TraesCS3B02G144200,0.12
TraesCS1A02G282100,0.0
TraesCS1D02G172200,1.71
TraesCS5A02G066900,0.01
TraesCS5A02G448800,0.0
TraesCS2D02G389200,0.04
TraesCS3D02G478000,0.01
TraesCS2B02G324800,7.77
TraesCS5A02G333800,0.0
TraesCS1A02G292300,16.37
TraesCS6D02G161300,1.61
TraesCS3D02G492700,0.0
TraesCS7D02G487600,31.32
TraesCS1D02G081000,0.0
TraesCS6B02G112100,0.0
TraesCS6A02G075900,0.0
TraesCS1B02G303000,0.0
TraesCS1D02G446900,5.24
TraesCS4B02G359700,0.0
TraesCS3B02G514100,0.0
TraesCS4A02G227600,0.1
TraesCS2D02G310300,0.02
TraesCS3D02G234800,2.87
TraesCS3D02G118200,15.7
TraesCS3B02G049800,0.03
TraesCS2A02G119000,0.02
TraesCS2D02G390400,6.93
TraesCS1A02G379500,1.56
TraesCS4D02G170800,38.39
TraesCS2A02G155900,1.21
TraesCS4B02G007100,8.91
TraesCS5D02G514000,5.1
TraesCS6A02G415700,0.0
TraesCS2A02G006500,0.14
TraesCS5A02G274800,11.72
TraesCS2B02G410800,0.0
TraesCS7D02G469600,0.0
TraesCS7A02G518300,1.68
TraesCS4D02G075100,5.97
TraesCS5B02G253100,0.31
TraesCS3B02G415600,0.0
TraesCS3A02G403700,1.42
TraesCS3B02G268500,0.6
TraesCS2B02G284200,9.94
TraesCS2B02G005500,0.0
TraesCS2B02G308200,3.58
TraesCS6B02G129400,0.0
TraesCS5A02G229700,1.58
TraesCS5B02G284900,0.0
TraesCS7B02G255000,37.32
TraesCS3B02G417500,0.66
TraesCS1A02G068100,3.11
TraesCS4D02G028400,1.19
TraesCS4A02G068300,0.03
TraesCS2D02G448400,0.03
TraesCS1B02G011467,0.0
TraesCS3B02G406000,7.96
TraesCS7D02G064100,0.0
TraesCS6D02G228100,0.0
TraesCS7D02G180300,0.0
TraesCS6A02G239600,0.0
TraesCS4A02G271100,4.06
TraesCS5D02G418200,19.99
TraesCS1B02G010300,1.25
TraesCS5D02G155300,0.0
TraesCS5D02G366200,0.26
TraesCS3A02G499500,0.0
TraesCS6D02G369400,0.0
TraesCS7A02G093000,0.0
TraesCS3B02G418200,0.11
TraesCS2A02G198000,1.06
TraesCS4A02G379500,0.2
TraesCS6D02G328200,0.0
TraesCS5B02G429700,2.36
TraesCS1B02G195500,0.8
TraesCS5D02G514700,4.89
TraesCS7B02G150700,18.62
TraesCS7D02G007400,0.0
TraesCS4B02G026700,0.0
TraesCS3D02G454200,0.14
TraesCS3A02G454600,2.0
TraesCS7A02G490400,5.43
TraesCS2B02G109800,1.05
TraesCS7D02G143300,2.49
TraesCS2B02G368000,10.99
TraesCS3D02G305400,0.19
TraesCS5B02G375000,1.42
TraesCS1B02G332400,0.0
TraesCS4B02G158600,0.01
TraesCS1B02G130500,1.2
TraesCS3D02G391400,0.0
TraesCS6B02G099600,7.62
TraesCS3A02G466400,0.0
TraesCS2D02G526100,0.05
TraesCS1B02G040200,0.0
TraesCS3B02G417700,0.37
TraesCS5A02G437200,0.0
TraesCS1A02G150800,0.03
TraesCS7A02G470700,11.7
TraesCS4D02G123100,3.91
TraesCS4D02G342200,5.19
TraesCS4A02G206600,0.85
TraesCS3A02G263600,0.0
TraesCS5B02G569200,0.0
TraesCS3A02G342500,89.65
TraesCS1B02G168400,2.72
TraesCS5D02G086900,0.65
TraesCS3D02G283400,0.51
TraesCS3D02G055700,0.23
TraesCS4A02G425500,0.0
TraesCS3A02G398300,21.13
TraesCS7D02G049400,0.0
TraesCS2D02G259500,2.24
TraesCS2D02G403900,0.0
TraesCS3D02G289500,13.49
TraesCS5B02G452100,0.48
TraesCS3A02G450200,0.0
TraesCS3B02G243600,0.0
TraesCS2D02G135500,0.0
TraesCS6A02G337000,6.59
TraesCS2A02G033600,1.95
TraesCS4D02G291300,6.94
TraesCS1B02G479300,0.01
TraesCS2B02G598700,0.7
TraesCS4A02G405400,0.35
TraesCS2D02G449200,0.0
TraesCS6B02G421700,10.36
TraesCS1A02G338300,3.8
TraesCS5B02G326600,27.19
TraesCS1D02G064800,0.05
TraesCS5A02G070500,7.23
TraesCS3A02G353200,5.94
TraesCS2B02G258900,0.06
TraesCS3D02G050100,0.05
TraesCS6D02G168400,6.62
TraesCS3B02G015200,0.0
TraesCS6A02G115700,0.06
TraesCS1B02G031800,0.0
TraesCS3A02G062700,0.0
TraesCS6D02G284600,3.77
TraesCS7B02G108500,0.0
TraesCS1B02G055900,14.06
TraesCS7D02G443100,17.5
TraesCS5D02G394500,3.16
TraesCS1A02G372600,0.0
TraesCS2D02G016800,0.01
TraesCS6B02G261500,4.41
TraesCS7A02G082300,0.15
TraesCS6D02G112900,0.03
TraesCS7A02G020700,0.0
TraesCS1A02G363300,11.84
TraesCS4A02G343700,0.0
TraesCS3D02G149500,5.39
TraesCS5D02G566600,3.84
TraesCS5A02G132700,8.0
TraesCS4D02G342300,3.12
TraesCS3A02G397900,0.05
TraesCS7D02G541300,0.44
TraesCS2B02G074200,0.0
TraesCS5D02G507600,0.11
TraesCS4D02G108500,2.19
TraesCS5A02G067400,0.0
TraesCS7D02G402500,5.95
TraesCS5B02G555400,0.01
TraesCS7D02G509300,2.15
TraesCS3A02G467400,0.16
TraesCS3B02G083400,1.25
TraesCS2A02G320500,5.27
TraesCS2A02G570600,0.0
TraesCS4D02G176600,0.01
TraesCS5A02G166400,11.61
TraesCS5A02G224700,0.0
TraesCS4A02G316000,0.0
TraesCS7A02G321500,11.43
TraesCS1B02G375400,0.06
TraesCS1A02G151000,3.25
TraesCS3B02G278000,0.16
TraesCS7D02G212700,2.18
TraesCS4D02G164900,1.46
TraesCS3A02G337400,0.0
TraesCS1D02G431900,0.0
TraesCS5D02G533700,6.62
TraesCS5B02G324500,0.0
TraesCS3B02G181200,0.19
TraesCS5B02G351300,0.22
TraesCS2A02G574800,0.02
TraesCS2D02G226400,0.41
TraesCS5B02G332600,0.03
TraesCS3D02G074600,8.46
TraesCS2B02G434200,0.0
TraesCS5D02G452500,0.65
TraesCS5A02G463400,0.01
TraesCS4B02G042400,0.51
TraesCS4A02G350600,0.0
TraesCS4A02G394600,0.01
TraesCS4A02G401800,3.68
TraesCS2A02G076400,0.0
TraesCS6A02G420800,0.0
TraesCS1D02G289200,1.88
TraesCS6A02G216400,38.46
TraesCS7B02G323800,0.02
TraesCS2D02G130000,0.0
TraesCS7D02G506700,53.57
TraesCS6A02G395000,0.03
TraesCS5A02G266100,0.0
TraesCS7D02G299600,0.01
TraesCS3A02G085600,24.8
TraesCS1D02G440900,3.9
TraesCS3A02G354000,0.95
TraesCS7D02G020100,0.0
TraesCS2B02G284800,0.0
TraesCS5B02G428500,0.23
TraesCS5D02G191800,4.29
TraesCS2D02G135900,0.0
TraesCS7B02G111600,0.25
TraesCS3B02G429600,4.16
TraesCS1A02G309000,0.0
TraesCS4A02G093200,0.13
TraesCS6D02G336500,2.53
TraesCS5A02G482000,0.3
TraesCS6A02G105700,0.0
TraesCS5B02G143500,0.33
TraesCS7B02G282300,1.41
TraesCS1B02G072600,0.0
TraesCS3A02G364800,10.02
TraesCS6A02G329800,0.0
TraesCS2D02G432700,0.92
TraesCS6B02G334100,0.0
TraesCS7A02G158900,45.14
TraesCS5B02G255500,0.1
TraesCS4D02G223800,6.63
TraesCS1B02G096900,0.05
TraesCS6A02G248500,4.9
TraesCS7D02G422000,0.47
TraesCS2D02G154100,0.75
TraesCS1D02G294600,0.51
TraesCS3B02G151100,7.98
TraesCS7B02G115800,0.23
TraesCS4D02G324000,5.28
TraesCS6D02G242300,2.51
TraesCS5B02G022900,2.12
TraesCS4B02G114600,14.69
TraesCS5B02G225500,0.77
TraesCS7A02G106000,0.33
TraesCS5B02G057205,0.93
TraesCS6D02G303500,10.73
TraesCS7D02G208300,0.53
TraesCS4D02G347900,0.0
TraesCS7D02G032300,0.0
TraesCS5A02G181100,0.0
TraesCS3A02G013600,0.0
TraesCS5A02G190900,0.41
TraesCS2A02G404700,6.27
TraesCS5A02G364700,0.0
TraesCS5B02G174200,4.63
TraesCS5D02G072100,5.52
TraesCS1D02G214700,1.02
TraesCS1A02G305300,2.06
TraesCS5B02G138300,0.14
TraesCS2D02G224800,5.15
TraesCS7A02G114900,0.0
TraesCS3D02G344100,2.95
TraesCS2B02G517900,0.01
TraesCS1D02G311100,0.0
TraesCS2D02G181300,0.0
TraesCS3B02G234200,20.59
TraesCS3D02G503100,0.0
TraesCS3A02G053500,0.0
TraesCS5A02G029800,1.09
TraesCS7B02G101800,0.53
TraesCS3B02G338400,0.0
TraesCS3D02G150000,2.53
TraesCS1A02G140600,2.0
TraesCS6B02G324800,0.0
TraesCS1D02G202600,0.0
TraesCS2A02G545300,0.0
TraesCS3D02G373100,0.0
TraesCS7B02G276200,6.09
TraesCS1D02G373900,0.65
TraesCS4B02G260700,0.02
TraesCS2D02G454300,0.11
TraesCS5D02G456200,0.26
TraesCS1D02G292000,3.06
TraesCS4B02G098800,0.09
TraesCS4A02G473600,0.59
TraesCS5A02G546600,1.44
TraesCS3D02G182700,0.0
TraesCS4D02G123200,0.03
TraesCS6A02G156100,3.09
TraesCS2D02G319500,10.64
TraesCS3D02G054900,6.41
TraesCS3D02G388800,1.16
TraesCS4D02G348300,13.06
TraesCS5B02G391200,3.64
TraesCS1D02G343400,0.16
TraesCS5B02G171000,0.02
TraesCS6D02G133400,0.0
TraesCS3B02G578400,0.03
TraesCS4D02G219700,0.0
TraesCS5A02G189100,2.76
TraesCS2D02G443700,1.07
TraesCS3B02G118200,0.0
TraesCS7B02G325400,0.56
TraesCS1B02G419200,0.0
TraesCS3B02G214200,0.0
TraesCS3B02G421100,0.0
TraesCS5D02G448900,0.0
TraesCS7A02G117100,0.0
TraesCS3D02G010100,0.04
TraesCS3B02G266200,0.04
TraesCS1D02G092600,0.08
TraesCS4D02G321400,0.0
TraesCS2D02G545500,0.24
TraesCS1B02G360400,0.04
TraesCS2A02G119600,0.19
TraesCS5B02G451800,1.72
TraesCS5D02G499300,0.0
TraesCS3D02G030100,0.0
TraesCS6D02G404800,0.0
TraesCS5B02G257000,14.76
TraesCS3B02G427000,0.77
TraesCS4A02G311000,0.08
TraesCS5D02G435100,1.99
TraesCS6A02G018500,0.21
TraesCS2D02G173700,11.43
TraesCS3B02G560400,0.0
TraesCS1D02G341600,8.65
TraesCS2A02G567900,4.05
TraesCS3A02G375800,0.77
TraesCS3A02G448700,0.09
TraesCS3B02G184300,0.08
TraesCS5D02G314300,0.0
TraesCS5D02G542500,0.0
TraesCS3A02G128600,6.55
TraesCS5B02G216900,0.0
TraesCS1D02G429600,0.33
TraesCS5B02G001600,2.03
TraesCS3D02G316300,0.0
TraesCS7B02G292700,0.12
TraesCS5B02G472500,0.0
TraesCS5D02G138300,2.12
TraesCS2A02G220200,1.86
TraesCS4A02G081400,1.04
TraesCS3A02G048000,0.0
TraesCS1D02G391600,1.13
TraesCS5A02G251700,0.77
TraesCS5A02G532600,4.64
TraesCS6D02G208500,0.06
TraesCS5B02G106100,4.5
TraesCS2D02G541800,18.18
TraesCS2D02G165900,2.59
TraesCS5A02G501000,0.06
TraesCS5D02G177400,1.86
TraesCS5B02G088500,0.03
TraesCS4D02G024400,0.14
TraesCS3B02G078900,3.56
TraesCS1B02G009500,0.0
TraesCS5B02G185600,0.0
TraesCS7D02G098600,11.82
TraesCS5A02G493100,3.49
TraesCS7A02G348700,0.22
TraesCS4D02G240400,1.01
TraesCS2D02G022400,0.0
TraesCS5D02G455200,2.37
TraesCS6B02G039200,0.83
TraesCS7A02G426200,5.55
TraesCS6B02G208600,4.33
TraesCS4B02G057000,0.0
TraesCS1B02G014900,0.0
TraesCS6B02G018400,0.0
TraesCS2B02G477100,0.08
TraesCS3D02G109100,1.76
TraesCS5A02G426800,0.01
TraesCS7D02G355100,1.16
TraesCS3D02G225200,1.26
TraesCS7A02G151700,0.91
TraesCS4A02G285000,0.0
TraesCS3B02G558300,4.29
TraesCS4A02G421700,0.0
TraesCS4A02G020900,0.11
TraesCS7D02G434500,0.0
TraesCS7A02G395800,0.15
TraesCS5D02G246000,3.06
TraesCS1B02G427900,16.41
TraesCS5B02G068600,0.3
TraesCS4A02G435700,0.69
TraesCS3D02G528100,0.0
TraesCS1D02G434700,0.0
TraesCS2B02G154500,9.85
TraesCS2A02G294600,10.92
TraesCS3A02G388300,1.64
TraesCS1A02G336600,0.0
TraesCS3B02G367200,1.39
TraesCS1A02G300500,0.0
TraesCS5D02G180600,1.02
TraesCS4B02G003900,0.0
TraesCS2D02G016200,0.0
TraesCS2D02G108700,1.46
TraesCS5D02G396100,4.04
TraesCS2A02G066100,15.82
TraesCS6B02G471300,0.0
TraesCS6D02G029300,36.33
TraesCS2D02G084100,0.0
TraesCS2D02G185400,5.11
TraesCS1B02G274800,6.12
TraesCS3D02G354100,3.18
TraesCS2B02G231300,0.93
TraesCS5D02G125700,20.47
TraesCS7B02G226900,1.95
TraesCS6B02G016700,0.0
TraesCS2B02G250500,2.41
TraesCS7A02G567400,0.0
TraesCS5D02G296700,0.0
TraesCS5D02G129200,11.37
TraesCS6D02G087300,0.79
TraesCS7B02G355900,0.0
TraesCS7B02G387300,0.0
TraesCS2D02G080800,47.08
TraesCS2B02G163600,0.05
TraesCS1A02G240900,0.0
TraesCS1A02G221000,1.35
TraesCS7A02G320600,3.96
TraesCS4B02G295300,0.34
TraesCS5D02G316300,0.33
TraesCS4A02G024900,0.0
TraesCS3A02G100500,0.0
TraesCS1A02G032600,0.06
TraesCS7B02G462700,2.85
TraesCS4A02G186000,0.05
TraesCS5D02G518300,0.0
TraesCS3D02G131800,0.18
TraesCS6A02G282500,4.03
TraesCS5D02G299200,0.42
TraesCS5D02G449700,8.95
TraesCS7D02G274400,0.0
TraesCS5D02G098300,0.0
TraesCS6D02G079400,1.1
TraesCS7B02G361000,0.17
TraesCS6D02G114700,0.0
TraesCS7B02G480700,0.86
TraesCS3A02G033400,15.95
TraesCS1A02G032800,0.0
TraesCS4A02G461800,0.0
TraesCS5A02G145600,1.82
TraesCS7D02G443000,0.13
TraesCS7D02G315000,0.02
TraesCS3D02G475800,0.3
TraesCS5A02G406900,0.0
TraesCS6D02G183800,9.28
TraesCS2A02G454400,0.9
TraesCS2B02G476000,0.0
TraesCS3D02G199300,5.42
TraesCS7D02G039200,0.0
TraesCS3B02G431000,3.75
TraesCS1D02G239800,4.25
TraesCS2D02G188900,0.47
TraesCS6B02G458900,0.5
TraesCS4A02G449200,0.06
TraesCS2D02G310500,0.0
TraesCS2B02G088800,0.01
TraesCS2D02G203400,0.46
TraesCS6B02G102100,0.0
TraesCS5D02G303900,1.33
TraesCS7B02G383400,1.32
TraesCS5A02G220300,0.0
TraesCS7A02G395700,0.0
TraesCS3A02G035300,2.66
TraesCS2B02G122900,31.95
TraesCS4A02G290600,6.93
TraesCS3A02G507900,0.75
TraesCS7A02G558700,0.0
TraesCS4B02G196000,0.0
TraesCS5A02G387400,0.0
TraesCS2A02G031600,0.0
TraesCS4D02G305700,5.97
TraesCS1A02G098800,0.84
TraesCS2B02G184300,5.48
TraesCS3D02G511800,0.1
TraesCS3D02G423100,16.68
TraesCS3A02G394600,2.43
TraesCS5A02G019100,0.0
TraesCS2B02G047400,0.27
TraesCS1D02G101900,23.99
TraesCS2D02G162300,7.67
TraesCS6D02G246400,0.15
TraesCS3B02G347400,0.0
TraesCS4A02G418656,0.0
TraesCS7B02G469400,16.51
TraesCS2A02G446900,0.99
TraesCS1A02G297700,0.0
TraesCS1B02G105000,0.02
TraesCS7D02G448500,16.96
TraesCS5B02G120300,0.02
TraesCS7A02G490000,0.03
TraesCS3A02G502100,0.0
TraesCS3B02G405100,0.01
TraesCS5B02G027000,0.0
TraesCS4B02G328800,0.53
TraesCS1D02G443200,0.0
TraesCS3B02G033000,0.08
TraesCS7D02G475600,1.11
TraesCS2A02G133200,0.0
TraesCS7D02G459600,1.65
TraesCS2D02G066900,0.6
TraesCS3A02G037200,0.01
