ID,Annotation1,Annotation2
25545,Zm00001d045139,Zm00001d045213
25546,Zm00001d045139,Zm00001d045314
25547,Zm00001d045139,Zm00001d045146
25548,Zm00001d045139,Zm00001d045154
25549,Zm00001d045139,Zm00001d045141
25550,Zm00001d045139,Zm00001d045181
25551,Zm00001d045141,Zm00001d045146
25552,Zm00001d045146,Zm00001d045160
25553,Zm00001d045146,Zm00001d045175
25554,Zm00001d045146,Zm00001d045191
25555,Zm00001d045147,Zm00001d045194
25556,Zm00001d045147,Zm00001d045304
25557,Zm00001d045147,Zm00001d045314
25558,Zm00001d045147,Zm00001d045385
25559,Zm00001d045147,Zm00001d045181
25560,Zm00001d045147,Zm00001d045217
25561,Zm00001d045147,Zm00001d045604
25562,Zm00001d045147,Zm00001d045153
25563,Zm00001d045147,Zm00001d045169
25564,Zm00001d045147,Zm00001d045176
25565,Zm00001d045147,Zm00001d045181
25566,Zm00001d045147,Zm00001d045209
25567,Zm00001d045147,Zm00001d045149
25568,Zm00001d045147,Zm00001d045152
25569,Zm00001d045149,Zm00001d045153
25570,Zm00001d045153,Zm00001d045181
25571,Zm00001d045153,Zm00001d045192
25572,Zm00001d045154,Zm00001d045213
25573,Zm00001d045154,Zm00001d045298
25574,Zm00001d045154,Zm00001d045385
25575,Zm00001d045154,Zm00001d045216
25576,Zm00001d045156,Zm00001d045304
25577,Zm00001d045156,Zm00001d045314
25578,Zm00001d045156,Zm00001d045159
25579,Zm00001d045156,Zm00001d045171
25580,Zm00001d045159,Zm00001d045192
25581,Zm00001d045159,Zm00001d045314
25582,Zm00001d045160,Zm00001d045169
25583,Zm00001d045160,Zm00001d045171
25584,Zm00001d045160,Zm00001d045176
25585,Zm00001d045160,Zm00001d045179
25586,Zm00001d045160,Zm00001d045163
25587,Zm00001d045169,Zm00001d045171
25588,Zm00001d045169,Zm00001d045179
25589,Zm00001d045171,Zm00001d045179
25590,Zm00001d045175,Zm00001d045213
25591,Zm00001d045175,Zm00001d045298
25592,Zm00001d045175,Zm00001d045314
25593,Zm00001d045175,Zm00001d045604
25594,Zm00001d045175,Zm00001d045192
25595,Zm00001d045176,Zm00001d045179
25596,Zm00001d045176,Zm00001d045178
25597,Zm00001d045181,Zm00001d045217
25598,Zm00001d045181,Zm00001d045261
25599,Zm00001d045181,Zm00001d045315
25600,Zm00001d045181,Zm00001d045324
25601,Zm00001d045181,Zm00001d045604
25602,Zm00001d045183,Zm00001d045213
25603,Zm00001d045183,ENSRNA049450181
25604,Zm00001d045183,Zm00001d045295
25605,Zm00001d045183,Zm00001d045385
25606,Zm00001d045183,Zm00001d045192
25607,Zm00001d045183,Zm00001d045217
25608,Zm00001d045184,Zm00001d045191
25609,Zm00001d045185,Zm00001d045199
25610,Zm00001d045191,ENSRNA049450181
25611,Zm00001d045191,Zm00001d045192
25612,Zm00001d045192,Zm00001d045230
25613,Zm00001d045192,ENSRNA049450181
25614,Zm00001d045192,Zm00001d045493
25615,Zm00001d045192,Zm00001d045212
25616,Zm00001d045192,Zm00001d045217
25617,Zm00001d045192,Zm00001d045297
25618,Zm00001d045194,Zm00001d045314
25619,Zm00001d045195,Zm00001d045199
25620,Zm00001d045199,Zm00001d045202
25621,Zm00001d045202,Zm00001d045203
25622,Zm00001d045202,Zm00001d045205
25623,Zm00001d045202,Zm00001d045212
25624,Zm00001d045202,Zm00001d045208
25625,Zm00001d045203,Zm00001d045205
25626,Zm00001d045208,Zm00001d045212
25627,Zm00001d045208,Zm00001d045215
25628,Zm00001d045209,Zm00001d045210
25629,Zm00001d045213,ENSRNA049450181
25630,Zm00001d045213,Zm00001d045261
25631,Zm00001d045213,Zm00001d045269
25632,Zm00001d045213,Zm00001d045297
25633,Zm00001d045213,Zm00001d045306
25634,Zm00001d045213,Zm00001d045316
25635,Zm00001d045213,Zm00001d045483
25636,Zm00001d045213,Zm00001d045557
25637,Zm00001d045213,Zm00001d045314
25638,Zm00001d045213,Zm00001d045216
25639,Zm00001d045213,Zm00001d045324
25640,Zm00001d045216,Zm00001d045385
25641,Zm00001d045216,Zm00001d045483
25642,Zm00001d045216,Zm00001d045493
25643,Zm00001d045216,Zm00001d045539
25644,Zm00001d045217,Zm00001d045314
25645,Zm00001d045217,Zm00001d045297
25646,Zm00001d045217,Zm00001d045304
25647,Zm00001d045217,Zm00001d045604
25648,Zm00001d045220,Zm00001d045230
25649,Zm00001d045220,ENSRNA049450181
25650,Zm00001d045223,Zm00001d045257
25651,Zm00001d045230,Zm00001d045233
25652,ENSRNA049450181,Zm00001d045298
25653,ENSRNA049450181,Zm00001d045311
25654,Zm00001d045240,Zm00001d045316
25655,Zm00001d045244,Zm00001d045247
25656,Zm00001d045247,Zm00001d045251
25657,Zm00001d045247,Zm00001d045256
25658,Zm00001d045251,Zm00001d045256
25659,Zm00001d045251,Zm00001d045261
25660,Zm00001d045257,Zm00001d045269
25661,Zm00001d045258,Zm00001d045261
25662,Zm00001d045260,Zm00001d045261
25663,Zm00001d045261,Zm00001d045324
25664,Zm00001d045261,Zm00001d045297
25665,Zm00001d045261,Zm00001d045314
25666,Zm00001d045264,Zm00001d045268
25667,Zm00001d045264,Zm00001d045295
25668,Zm00001d045264,Zm00001d045283
25669,Zm00001d045264,Zm00001d045304
25670,Zm00001d045269,Zm00001d045294
25671,Zm00001d045269,Zm00001d045304
25672,Zm00001d045269,Zm00001d045483
25673,Zm00001d045269,Zm00001d045283
25674,Zm00001d045283,Zm00001d045314
25675,Zm00001d045283,Zm00001d045294
25676,Zm00001d045283,Zm00001d045295
25677,Zm00001d045294,Zm00001d045295
25678,Zm00001d045294,Zm00001d045302
25679,Zm00001d045297,Zm00001d045354
25680,Zm00001d045297,ENSRNA049477087
25681,Zm00001d045297,Zm00001d045517
25682,Zm00001d045297,Zm00001d045314
25683,Zm00001d045297,Zm00001d045335
25684,Zm00001d045297,Zm00001d045302
25685,Zm00001d045297,ENSRNA049477898
25686,Zm00001d045298,Zm00001d045323
25687,Zm00001d045298,Zm00001d045352
25688,Zm00001d045298,Zm00001d045394
25689,Zm00001d045298,Zm00001d045299
25690,Zm00001d045300,Zm00001d045302
25691,Zm00001d045304,Zm00001d045358
25692,Zm00001d045304,Zm00001d045493
25693,Zm00001d045304,Zm00001d045604
25694,Zm00001d045305,Zm00001d045309
25695,Zm00001d045305,Zm00001d045311
25696,Zm00001d045306,Zm00001d045323
25697,Zm00001d045306,Zm00001d045519
25698,Zm00001d045309,Zm00001d045311
25699,Zm00001d045311,Zm00001d027069
25700,Zm00001d045314,ENSRNA049477898
25701,Zm00001d045314,Zm00001d027062
25702,Zm00001d045314,Zm00001d045358
25703,Zm00001d045314,Zm00001d045451
25704,Zm00001d045314,Zm00001d045483
25705,Zm00001d045314,Zm00001d045493
25706,Zm00001d045314,Zm00001d045551
25707,Zm00001d045314,Zm00001d045557
25708,Zm00001d045314,ENSRNA049477087
25709,Zm00001d045315,Zm00001d045394
25710,Zm00001d045315,Zm00001d045604
25711,Zm00001d045316,ENSRNA049477898
25712,Zm00001d045316,Zm00001d045358
25713,Zm00001d045316,Zm00001d045495
25714,Zm00001d045316,Zm00001d045322
25715,Zm00001d045323,ENSRNA049477087
25716,Zm00001d045323,Zm00001d045335
25717,Zm00001d045324,Zm00001d045354
25718,Zm00001d045324,Zm00001d045358
25719,Zm00001d045324,Zm00001d045483
25720,Zm00001d045324,ENSRNA049477898
25721,ENSRNA049477898,Zm00001d045354
25722,ENSRNA049477898,Zm00001d045385
25723,ENSRNA049477898,Zm00001d045335
25724,Zm00001d045336,Zm00001d045339
25725,Zm00001d027062,Zm00001d045351
25726,Zm00001d027062,Zm00001d045354
25727,Zm00001d045352,Zm00001d045354
25728,Zm00001d045352,Zm00001d045358
25729,Zm00001d045354,Zm00001d045394
25730,Zm00001d045354,Zm00001d045431
25731,Zm00001d045354,Zm00001d045604
25732,Zm00001d045354,Zm00001d045359
25733,Zm00001d045354,Zm00001d045370
25734,Zm00001d045354,Zm00001d045373
25735,Zm00001d045359,Zm00001d045370
25736,Zm00001d045359,Zm00001d045373
25737,Zm00001d045361,Zm00001d045368
25738,Zm00001d045370,Zm00001d045373
25739,Zm00001d045374,Zm00001d027066
25740,Zm00001d045374,Zm00001d045393
25741,Zm00001d045375,ENSRNA049477087
25742,Zm00001d027066,ENSRNA049477087
25743,Zm00001d027066,Zm00001d045378
25744,Zm00001d045379,Zm00001d045382
25745,ENSRNA049477087,Zm00001d045423
25746,ENSRNA049477087,Zm00001d045610
25747,ENSRNA049477087,Zm00001d045393
25748,Zm00001d045384,Zm00001d045483
25749,Zm00001d045385,Zm00001d045520
25750,Zm00001d045385,Zm00001d045540
25751,Zm00001d045385,Zm00001d045558
25752,Zm00001d045385,Zm00001d045567
25753,Zm00001d045385,Zm00001d045604
25754,Zm00001d045385,ENSRNA049477077
25755,Zm00001d045385,Zm00001d045405
25756,Zm00001d045385,Zm00001d045493
25757,Zm00001d045389,Zm00001d045393
25758,Zm00001d045394,Zm00001d045472
25759,Zm00001d045394,Zm00001d045483
25760,Zm00001d045394,Zm00001d045493
25761,Zm00001d045394,Zm00001d045554
25762,Zm00001d045394,Zm00001d045401
25763,Zm00001d045396,Zm00001d045397
25764,Zm00001d045396,Zm00001d045402
25765,Zm00001d045398,Zm00001d045401
25766,Zm00001d045398,Zm00001d045402
25767,Zm00001d045398,Zm00001d045403
25768,Zm00001d045401,Zm00001d045402
25769,Zm00001d045401,Zm00001d045405
25770,Zm00001d045405,Zm00001d045417
25771,Zm00001d045405,Zm00001d045420
25772,Zm00001d045405,Zm00001d045425
25773,Zm00001d045405,Zm00001d045450
25774,Zm00001d045417,Zm00001d045421
25775,Zm00001d045417,Zm00001d045418
25776,Zm00001d045417,Zm00001d045423
25777,Zm00001d045418,Zm00001d045420
25778,Zm00001d045421,Zm00001d045423
25779,Zm00001d045421,Zm00001d045425
25780,Zm00001d045423,Zm00001d045425
25781,Zm00001d045425,Zm00001d045483
25782,Zm00001d045430,Zm00001d045431
25783,Zm00001d045431,Zm00001d045432
25784,Zm00001d045433,Zm00001d045434
25785,Zm00001d045434,Zm00001d045483
25786,Zm00001d045434,Zm00001d045436
25787,Zm00001d045434,Zm00001d045451
25788,Zm00001d045436,Zm00001d045445
25789,Zm00001d045436,Zm00001d045447
25790,Zm00001d045436,Zm00001d045448
25791,Zm00001d027067,Zm00001d045444
25792,Zm00001d027067,Zm00001d045451
25793,Zm00001d027067,Zm00001d045472
25794,Zm00001d045444,Zm00001d045447
25795,Zm00001d045444,Zm00001d045451
25796,Zm00001d045450,Zm00001d045451
25797,Zm00001d045450,Zm00001d045481
25798,Zm00001d045465,Zm00001d045483
25799,Zm00001d045470,Zm00001d045540
25800,Zm00001d045470,Zm00001d045557
25801,Zm00001d045472,Zm00001d045479
25802,Zm00001d045472,Zm00001d045477
25803,Zm00001d045474,Zm00001d045475
25804,Zm00001d045477,Zm00001d045482
25805,Zm00001d045477,Zm00001d045479
25806,Zm00001d045478,Zm00001d045479
25807,Zm00001d045479,Zm00001d045491
25808,Zm00001d045481,Zm00001d045482
25809,Zm00001d045481,Zm00001d045491
25810,Zm00001d045481,Zm00001d045501
25811,Zm00001d045481,Zm00001d045604
25812,Zm00001d045482,Zm00001d045516
25813,Zm00001d045483,Zm00001d045493
25814,Zm00001d045483,Zm00001d045513
25815,Zm00001d045483,Zm00001d045534
25816,Zm00001d045483,Zm00001d045567
25817,Zm00001d045483,Zm00001d045605
25818,Zm00001d045483,Zm00001d045610
25819,Zm00001d045483,Zm00001d045501
25820,Zm00001d045483,Zm00001d045539
25821,Zm00001d045483,Zm00001d045488
25822,Zm00001d045483,Zm00001d045597
25823,Zm00001d045484,Zm00001d045488
25824,Zm00001d045486,Zm00001d045488
25825,Zm00001d045488,Zm00001d045604
25826,Zm00001d045488,Zm00001d045491
25827,Zm00001d045493,Zm00001d045519
25828,Zm00001d045493,Zm00001d045605
25829,Zm00001d045493,Zm00001d045551
25830,Zm00001d045493,Zm00001d045557
25831,Zm00001d045493,Zm00001d045567
25832,Zm00001d045493,Zm00001d045572
25833,Zm00001d045493,Zm00001d045604
25834,Zm00001d045494,Zm00001d045539
25835,Zm00001d045497,Zm00001d045499
25836,Zm00001d045497,Zm00001d045500
25837,Zm00001d045501,Zm00001d045519
25838,Zm00001d045501,Zm00001d045567
25839,Zm00001d045505,Zm00001d045509
25840,Zm00001d045505,Zm00001d045516
25841,Zm00001d045505,Zm00001d045540
25842,Zm00001d045507,Zm00001d045509
25843,Zm00001d045512,Zm00001d045534
25844,Zm00001d045513,Zm00001d045567
25845,Zm00001d045513,Zm00001d045516
25846,Zm00001d045513,Zm00001d045540
25847,Zm00001d045513,Zm00001d045523
25848,Zm00001d045513,Zm00001d045557
25849,Zm00001d045518,Zm00001d045557
25850,Zm00001d045519,Zm00001d045545
25851,Zm00001d045519,Zm00001d045567
25852,Zm00001d045519,Zm00001d045573
25853,Zm00001d045519,Zm00001d045604
25854,Zm00001d045519,Zm00001d045539
25855,Zm00001d045519,Zm00001d045534
25856,Zm00001d045520,Zm00001d045528
25857,Zm00001d045520,Zm00001d027071
25858,Zm00001d045520,Zm00001d045551
25859,Zm00001d045523,Zm00001d045533
25860,Zm00001d045528,Zm00001d027071
25861,Zm00001d045528,Zm00001d045539
25862,Zm00001d027071,Zm00001d045534
25863,Zm00001d045534,Zm00001d045538
25864,Zm00001d045534,Zm00001d045544
25865,Zm00001d045534,Zm00001d045551
25866,Zm00001d045534,Zm00001d045557
25867,Zm00001d045539,Zm00001d045563
25868,Zm00001d045539,Zm00001d045567
25869,Zm00001d045540,Zm00001d045544
25870,Zm00001d045540,Zm00001d045557
25871,Zm00001d045540,Zm00001d045553
25872,Zm00001d045540,Zm00001d045573
25873,Zm00001d045544,Zm00001d045547
25874,Zm00001d045545,Zm00001d045551
25875,Zm00001d045547,Zm00001d045551
25876,Zm00001d045547,Zm00001d045554
25877,Zm00001d045551,Zm00001d045554
25878,Zm00001d045551,Zm00001d045567
25879,Zm00001d045551,Zm00001d045597
25880,Zm00001d045551,Zm00001d045604
25881,Zm00001d045554,Zm00001d045584
25882,Zm00001d045554,Zm00001d045597
25883,Zm00001d045557,Zm00001d045604
25884,Zm00001d045557,Zm00001d045635
25885,Zm00001d045557,Zm00001d045572
25886,Zm00001d045557,Zm00001d045578
25887,Zm00001d045559,Zm00001d045563
25888,Zm00001d045559,Zm00001d045567
25889,Zm00001d045563,Zm00001d045573
25890,Zm00001d045563,Zm00001d045567
25891,Zm00001d045563,Zm00001d045578
25892,Zm00001d045563,Zm00001d045604
25893,Zm00001d045567,Zm00001d045576
25894,Zm00001d045567,Zm00001d045597
25895,Zm00001d045567,Zm00001d045604
25896,Zm00001d045567,Zm00001d045605
25897,Zm00001d045567,Zm00001d045611
25898,Zm00001d045567,Zm00001d045692
25899,Zm00001d045567,Zm00001d045572
25900,Zm00001d045567,Zm00001d045578
25901,Zm00001d045573,Zm00001d045576
25902,Zm00001d045575,Zm00001d045581
25903,Zm00001d045575,Zm00001d045583
25904,Zm00001d045576,Zm00001d045604
25905,Zm00001d045576,Zm00001d045578
25906,Zm00001d045580,Zm00001d045581
25907,Zm00001d045580,Zm00001d045583
25908,Zm00001d045580,Zm00001d045604
25909,Zm00001d045582,Zm00001d045583
25910,Zm00001d045582,Zm00001d045597
25911,Zm00001d045583,Zm00001d045590
25912,Zm00001d045583,Zm00001d045597
25913,Zm00001d045584,Zm00001d045604
25914,Zm00001d045584,Zm00001d045589
25915,Zm00001d045586,Zm00001d045590
25916,Zm00001d045589,Zm00001d045597
25917,Zm00001d045590,Zm00001d045597
25918,Zm00001d045590,Zm00001d045608
25919,Zm00001d045590,Zm00001d045604
25920,Zm00001d045597,Zm00001d045608
25921,Zm00001d045597,Zm00001d045635
25922,Zm00001d045597,Zm00001d045872
25923,Zm00001d045597,Zm00001d045603
25924,Zm00001d045597,Zm00001d045600
25925,Zm00001d045600,Zm00001d045611
25926,Zm00001d045603,Zm00001d045605
25927,Zm00001d045604,Zm00001d045620
25928,Zm00001d045604,Zm00001d045631
25929,Zm00001d045604,Zm00001d045635
25930,Zm00001d045604,Zm00001d027074
25931,Zm00001d045604,Zm00001d045692
25932,Zm00001d045604,Zm00001d045703
25933,Zm00001d045604,Zm00001d045706
25934,Zm00001d045604,Zm00001d045744
25935,Zm00001d045604,Zm00001d045783
25936,Zm00001d045604,Zm00001d045808
25937,Zm00001d045604,Zm00001d045911
25938,Zm00001d045604,Zm00001d045611
25939,Zm00001d045605,Zm00001d045610
25940,Zm00001d045605,Zm00001d045618
25941,Zm00001d045605,Zm00001d045621
25942,Zm00001d045605,Zm00001d045631
25943,Zm00001d045605,Zm00001d045665
25944,Zm00001d045605,Zm00001d045747
25945,Zm00001d045605,Zm00001d045606
25946,Zm00001d045606,Zm00001d045618
25947,Zm00001d045606,Zm00001d045608
25948,Zm00001d045610,Zm00001d045650
25949,Zm00001d045610,Zm00001d045783
25950,Zm00001d045611,Zm00001d045618
25951,Zm00001d045611,Zm00001d045620
25952,Zm00001d045611,Zm00001d045632
25953,Zm00001d045611,Zm00001d045635
25954,Zm00001d045611,Zm00001d045665
25955,Zm00001d045618,Zm00001d045620
25956,Zm00001d045621,Zm00001d027073
25957,Zm00001d045631,Zm00001d045632
25958,Zm00001d045631,Zm00001d045635
25959,Zm00001d045632,Zm00001d045635
25960,Zm00001d045635,Zm00001d045747
25961,Zm00001d045635,Zm00001d045646
25962,Zm00001d045640,Zm00001d045643
25963,Zm00001d045646,Zm00001d027074
25964,Zm00001d045646,Zm00001d045647
25965,Zm00001d045646,Zm00001d045649
25966,Zm00001d045646,Zm00001d045650
25967,Zm00001d045647,Zm00001d027074
25968,Zm00001d045647,Zm00001d045649
25969,Zm00001d045647,Zm00001d045650
25970,Zm00001d045649,Zm00001d045650
25971,Zm00001d045650,Zm00001d045665
25972,Zm00001d045650,Zm00001d027074
25973,Zm00001d045651,Zm00001d045654
25974,Zm00001d045655,Zm00001d045657
25975,Zm00001d045655,Zm00001d045665
25976,Zm00001d045655,Zm00001d045692
25977,Zm00001d045661,Zm00001d045665
25978,Zm00001d045661,Zm00001d045669
25979,Zm00001d027076,Zm00001d045665
25980,Zm00001d045665,Zm00001d045739
25981,Zm00001d045665,Zm00001d045675
25982,Zm00001d045665,Zm00001d045783
25983,Zm00001d045665,Zm00001d045887
25984,Zm00001d045665,Zm00001d045668
25985,Zm00001d045665,Zm00001d045674
25986,Zm00001d045665,Zm00001d045692
25987,Zm00001d045668,Zm00001d045675
25988,Zm00001d045669,Zm00001d045686
25989,Zm00001d045669,Zm00001d045692
25990,Zm00001d045669,Zm00001d045674
25991,Zm00001d045674,Zm00001d045692
25992,Zm00001d027077,Zm00001d045675
25993,Zm00001d045675,Zm00001d045695
25994,Zm00001d045686,Zm00001d045692
25995,Zm00001d045692,Zm00001d045725
25996,Zm00001d045692,Zm00001d045695
25997,Zm00001d045692,Zm00001d045703
25998,Zm00001d045695,Zm00001d045721
25999,Zm00001d045695,Zm00001d045706
26000,Zm00001d045696,Zm00001d045703
26001,Zm00001d045697,Zm00001d045783
26002,Zm00001d045703,Zm00001d045712
26003,Zm00001d045703,Zm00001d045747
26004,Zm00001d045703,Zm00001d045706
26005,Zm00001d045705,Zm00001d045706
26006,Zm00001d045705,Zm00001d045712
26007,Zm00001d045712,Zm00001d045718
26008,Zm00001d045722,Zm00001d045724
26009,Zm00001d045725,Zm00001d045739
26010,Zm00001d045725,Zm00001d045744
26011,Zm00001d045725,Zm00001d045747
26012,Zm00001d045725,Zm00001d045761
26013,Zm00001d045725,Zm00001d045783
26014,Zm00001d045725,Zm00001d045728
26015,Zm00001d045739,Zm00001d045749
26016,Zm00001d045739,Zm00001d045783
26017,Zm00001d045739,Zm00001d045740
26018,Zm00001d045739,Zm00001d045744
26019,Zm00001d045740,Zm00001d045744
26020,Zm00001d027080,Zm00001d045757
26021,Zm00001d045744,Zm00001d045783
26022,Zm00001d045744,Zm00001d045746
26023,Zm00001d045744,Zm00001d045763
26024,Zm00001d045749,Zm00001d045783
26025,Zm00001d045747,Zm00001d045872
26026,Zm00001d045747,Zm00001d045887
26027,Zm00001d045747,Zm00001d045967
26028,Zm00001d045747,Zm00001d045764
26029,Zm00001d045747,Zm00001d045757
26030,Zm00001d045747,Zm00001d045755
26031,Zm00001d045755,Zm00001d045763
26032,Zm00001d045755,Zm00001d045756
26033,Zm00001d045757,Zm00001d045764
26034,Zm00001d045757,Zm00001d045760
26035,Zm00001d045761,Zm00001d045783
26036,Zm00001d045763,Zm00001d027081
26037,Zm00001d045763,Zm00001d045764
26038,Zm00001d045763,Zm00001d045786
26039,Zm00001d027081,Zm00001d045774
26040,Zm00001d027081,Zm00001d045808
26041,Zm00001d045764,Zm00001d045774
26042,Zm00001d045774,Zm00001d045783
26043,Zm00001d045783,Zm00001d045798
26044,Zm00001d045783,Zm00001d045804
26045,Zm00001d045783,Zm00001d045825
26046,Zm00001d045783,Zm00001d045872
26047,Zm00001d045783,Zm00001d045793
26048,Zm00001d045783,Zm00001d045864
26049,Zm00001d045783,Zm00001d045870
26050,Zm00001d045783,Zm00001d045887
26051,Zm00001d045793,Zm00001d027082
26052,Zm00001d027083,Zm00001d045798
26053,Zm00001d045798,Zm00001d045800
26054,Zm00001d045798,Zm00001d045804
26055,Zm00001d045800,Zm00001d045808
26056,Zm00001d045800,Zm00001d045804
26057,Zm00001d045804,Zm00001d045812
26058,Zm00001d045804,Zm00001d045808
26059,Zm00001d045808,Zm00001d045839
26060,Zm00001d045808,Zm00001d045823
26061,Zm00001d045808,Zm00001d045825
26062,Zm00001d045808,Zm00001d045837
26063,Zm00001d045808,Zm00001d045864
26064,Zm00001d045808,Zm00001d045870
26065,Zm00001d045812,Zm00001d045817
26066,Zm00001d045812,Zm00001d045819
26067,Zm00001d045812,Zm00001d045825
26068,Zm00001d045817,Zm00001d045819
26069,Zm00001d045819,Zm00001d045825
26070,Zm00001d045825,Zm00001d045831
26071,Zm00001d045825,Zm00001d045836
26072,Zm00001d045825,Zm00001d045837
26073,Zm00001d045825,Zm00001d045839
26074,Zm00001d045831,Zm00001d045836
26075,Zm00001d045832,Zm00001d045839
26076,Zm00001d045833,Zm00001d045837
26077,Zm00001d045835,Zm00001d045836
26078,Zm00001d045836,Zm00001d045839
26079,Zm00001d045836,Zm00001d045844
26080,Zm00001d045837,Zm00001d045839
26081,Zm00001d045839,Zm00001d045842
26082,Zm00001d045839,Zm00001d045844
26083,Zm00001d045842,Zm00001d045844
26084,Zm00001d045846,Zm00001d045859
26085,Zm00001d045847,Zm00001d045853
26086,Zm00001d045859,Zm00001d045870
26087,Zm00001d045864,Zm00001d045872
26088,Zm00001d045864,Zm00001d045873
26089,Zm00001d045864,Zm00001d045870
26090,Zm00001d045870,Zm00001d045872
26091,Zm00001d045870,Zm00001d045873
26092,Zm00001d045870,Zm00001d027087
26093,Zm00001d045872,Zm00001d045873
26094,Zm00001d045872,Zm00001d045875
26095,Zm00001d045872,Zm00001d045911
26096,Zm00001d045872,Zm00001d045884
26097,Zm00001d045873,Zm00001d045884
26098,Zm00001d045877,Zm00001d045884
26099,Zm00001d045887,Zm00001d045911
26100,Zm00001d045887,Zm00001d045938
26101,Zm00001d027087,Zm00001d045888
26102,Zm00001d027087,Zm00001d045891
26103,Zm00001d045888,Zm00001d045889
26104,Zm00001d045891,Zm00001d045894
26105,Zm00001d045894,Zm00001d045897
26106,Zm00001d045896,Zm00001d045897
26107,Zm00001d045911,Zm00001d045938
26108,Zm00001d045911,Zm00001d045978
26109,Zm00001d045911,Zm00001d045919
26110,Zm00001d045911,Zm00001d045913
26111,Zm00001d045926,Zm00001d045927
26112,Zm00001d045926,Zm00001d045931
26113,Zm00001d045926,Zm00001d046005
26114,Zm00001d045927,Zm00001d045931
26115,Zm00001d045931,Zm00001d045935
26116,Zm00001d045931,Zm00001d045938
26117,Zm00001d045935,Zm00001d045937
26118,Zm00001d045935,Zm00001d045944
26119,Zm00001d045938,Zm00001d045949
26120,Zm00001d045938,Zm00001d045978
26121,Zm00001d045938,Zm00001d045940
26122,Zm00001d045938,Zm00001d045944
26123,Zm00001d045938,Zm00001d045945
26124,Zm00001d045940,Zm00001d045944
26125,Zm00001d045940,Zm00001d045945
26126,Zm00001d045944,Zm00001d045945
26127,Zm00001d045944,Zm00001d045948
26128,Zm00001d045944,Zm00001d045946
26129,Zm00001d045945,Zm00001d045953
26130,Zm00001d045945,Zm00001d045946
26131,Zm00001d045945,Zm00001d045948
26132,Zm00001d045946,Zm00001d027096
26133,Zm00001d045946,Zm00001d045948
26134,Zm00001d045949,Zm00001d045950
26135,Zm00001d045949,Zm00001d045953
26136,Zm00001d045949,Zm00001d045954
26137,Zm00001d045950,Zm00001d045953
26138,Zm00001d045951,Zm00001d045953
26139,Zm00001d045951,Zm00001d045954
26140,Zm00001d045953,Zm00001d045956
26141,Zm00001d045953,Zm00001d045954
26142,Zm00001d045954,Zm00001d045957
26143,Zm00001d045954,Zm00001d045967
26144,Zm00001d045959,Zm00001d045962
26145,Zm00001d045962,Zm00001d045965
26146,Zm00001d045962,Zm00001d045967
26147,Zm00001d045963,Zm00001d045965
26148,Zm00001d045965,Zm00001d045967
26149,Zm00001d045967,Zm00001d045978
26150,Zm00001d045968,Zm00001d045972
26151,Zm00001d045972,Zm00001d045974
26152,Zm00001d045973,Zm00001d045974
26153,Zm00001d045974,Zm00001d045975
26154,Zm00001d045975,Zm00001d045978
26155,Zm00001d045978,Zm00001d027098
26156,Zm00001d027098,Zm00001d045987
26157,Zm00001d046004,Zm00001d046005
26158,Zm00001d046016,Zm00001d046020
26159,Zm00001d046020,Zm00001d027099
26160,Zm00001d046020,Zm00001d046047
26161,Zm00001d046020,Zm00001d046072
26162,Zm00001d046020,Zm00001d046033
26163,Zm00001d046033,Zm00001d046039
26164,Zm00001d046033,Zm00001d046047
26165,Zm00001d027099,Zm00001d046097
26166,Zm00001d046039,Zm00001d046047
26167,Zm00001d046039,Zm00001d046047
26168,Zm00001d046055,Zm00001d046060
26169,Zm00001d046060,Zm00001d046068
26170,Zm00001d046060,Zm00001d046072
26171,Zm00001d027105,Zm00001d046072
26172,Zm00001d046072,Zm00001d046073
26173,Zm00001d046079,ENSRNA049450283
26174,Zm00001d027106,Zm00001d046260
26175,Zm00001d046093,Zm00001d046096
26176,Zm00001d046093,Zm00001d046097
26177,Zm00001d046096,Zm00001d046097
26178,Zm00001d046097,Zm00001d046112
26179,Zm00001d046097,Zm00001d046120
26180,Zm00001d046118,Zm00001d046120
26181,Zm00001d027111,Zm00001d046134
26182,Zm00001d027111,Zm00001d046135
26183,Zm00001d046134,Zm00001d046135
26184,Zm00001d046134,Zm00001d046136
26185,Zm00001d046135,Zm00001d046136
26186,Zm00001d046140,Zm00001d046143
26187,Zm00001d046143,Zm00001d046148
26188,Zm00001d046152,Zm00001d046156
26189,Zm00001d046166,Zm00001d046168
26190,Zm00001d046170,Zm00001d046172
26191,Zm00001d046170,Zm00001d046174
26192,Zm00001d046174,Zm00001d046175
26193,Zm00001d046182,Zm00001d046183
26194,Zm00001d046183,Zm00001d046214
26195,Zm00001d046183,Zm00001d046184
26196,Zm00001d046183,Zm00001d046190
26197,Zm00001d046183,Zm00001d046188
26198,Zm00001d046183,Zm00001d046194
26199,Zm00001d046188,Zm00001d046194
26200,Zm00001d046188,Zm00001d046190
26201,Zm00001d046190,Zm00001d046194
26202,Zm00001d046190,Zm00001d046202
26203,Zm00001d046190,Zm00001d046214
26204,Zm00001d046194,Zm00001d046200
26205,Zm00001d046194,Zm00001d046214
26206,Zm00001d046194,Zm00001d046231
26207,Zm00001d046202,Zm00001d046210
26208,Zm00001d046202,Zm00001d046207
